id,name,value
2073,AAJ2068,1.2071
2074,AAJ2069,1.2072
2075,AAJ2070,1.2073
2076,AAJ2071,1.2074
2077,AAJ2072,1.2075
2078,AAJ2073,1.2076
2079,AAJ2074,1.2077
2080,AAJ2075,1.2078
2081,AAJ2076,1.2079
2082,AAJ2077,1.2080
2083,AAJ2078,1.2081
2084,AAJ2079,1.2082
2085,AAJ2080,1.2083
2086,AAJ2081,1.2084
2087,AAJ2082,1.2085
2088,AAJ2083,1.2086
2089,AAJ2084,1.2087
2090,AAJ2085,1.2088
2091,AAJ2086,1.2089
2092,AAJ2087,1.2090
2093,AAJ2088,1.2091
2094,AAJ2089,1.2092
2095,AAJ2090,1.2093
2096,AAJ2091,1.2094
2097,AAJ2092,1.2095
2098,AAJ2093,1.2096
2099,AAJ2094,1.2097
2100,AAJ2095,1.2098
2101,AAJ2096,1.2099
2102,AAJ2097,1.2100
2103,AAJ2098,1.2101
2104,AAJ2099,1.2102
2105,AAJ2100,1.2103
2106,AAJ2101,1.2104
2107,AAJ2102,1.2105
2108,AAJ2103,1.2106
2109,AAJ2104,1.2107
2110,AAJ2105,1.2108
2111,AAJ2106,1.2109
2112,AAJ2107,1.2110
2113,AAJ2108,1.2111
2114,AAJ2109,1.2112
2115,AAJ2110,1.2113
2116,AAJ2111,1.2114
2117,AAJ2112,1.2115
2118,AAJ2113,1.2116
2119,AAJ2114,1.2117
2120,AAJ2115,1.2118
2121,AAJ2116,1.2119
2122,AAJ2117,1.2120
2123,AAJ2118,1.2121
2124,AAJ2119,1.2122
2125,AAJ2120,1.2123
2126,AAJ2121,1.2124
2127,AAJ2122,1.2125
2128,AAJ2123,1.2126
2129,AAJ2124,1.2127
2130,AAJ2125,1.2128
2131,AAJ2126,1.2129
2132,AAJ2127,1.2130
2133,AAJ2128,1.2131
2134,AAJ2129,1.2132
2135,AAJ2130,1.2133
2136,AAJ2131,1.2134
2137,AAJ2132,1.2135
2138,AAJ2133,1.2136
2139,AAJ2134,1.2137
2140,AAJ2135,1.2138
2141,AAJ2136,1.2139
2142,AAJ2137,1.2140
2143,AAJ2138,1.2141
2144,AAJ2139,1.2142
2145,AAJ2140,1.2143
2146,AAJ2141,1.2144
2147,AAJ2142,1.2145
2148,AAJ2143,1.2146
2149,AAJ2144,1.2147
2150,AAJ2145,1.2148
2151,AAJ2146,1.2149
2152,AAJ2147,1.2150
2153,AAJ2148,1.2151
2154,AAJ2149,1.2152
2155,AAJ2150,1.2153
2156,AAJ2151,1.2154
2157,AAJ2152,1.2155
2158,AAJ2153,1.2156
2159,AAJ2154,1.2157
2160,AAJ2155,1.2158
2161,AAJ2156,1.2159
2162,AAJ2157,1.2160
2163,AAJ2158,1.2161
2164,AAJ2159,1.2162
2165,AAJ2160,1.2163
2166,AAJ2161,1.2164
2167,AAJ2162,1.2165
2168,AAJ2163,1.2166
2169,AAJ2164,1.2167
2170,AAJ2165,1.2168
2171,AAJ2166,1.2169
2172,AAJ2167,1.2170
2173,AAJ2168,1.2171
2174,AAJ2169,1.2172
2175,AAJ2170,1.2173
2176,AAJ2171,1.2174
2177,AAJ2172,1.2175
2178,AAJ2173,1.2176
2179,AAJ2174,1.2177
2180,AAJ2175,1.2178
2181,AAJ2176,1.2179
2182,AAJ2177,1.2180
2183,AAJ2178,1.2181
2184,AAJ2179,1.2182
2185,AAJ2180,1.2183
2186,AAJ2181,1.2184
2187,AAJ2182,1.2185
2188,AAJ2183,1.2186
2189,AAJ2184,1.2187
2190,AAJ2185,1.2188
2191,AAJ2186,1.2189
2192,AAJ2187,1.2190
2193,AAJ2188,1.2191
2194,AAJ2189,1.2192
2195,AAJ2190,1.2193
2196,AAJ2191,1.2194
2197,AAJ2192,1.2195
2198,AAJ2193,1.2196
2199,AAJ2194,1.2197
2200,AAJ2195,1.2198
2201,AAJ2196,1.2199
2202,AAJ2197,1.2200
2203,AAJ2198,1.2201
2204,AAJ2199,1.2202
2205,AAJ2200,1.2203
2206,AAJ2201,1.2204
2207,AAJ2202,1.2205
2208,AAJ2203,1.2206
2209,AAJ2204,1.2207
2210,AAJ2205,1.2208
2211,AAJ2206,1.2209
2212,AAJ2207,1.2210
2213,AAJ2208,1.2211
2214,AAJ2209,1.2212
2215,AAJ2210,1.2213
2216,AAJ2211,1.2214
2217,AAJ2212,1.2215
2218,AAJ2213,1.2216
2219,AAJ2214,1.2217
2220,AAJ2215,1.2218
2221,AAJ2216,1.2219
2222,AAJ2217,1.2220
2223,AAJ2218,1.2221
2224,AAJ2219,1.2222
2225,AAJ2220,1.2223
2226,AAJ2221,1.2224
2227,AAJ2222,1.2225
2228,AAJ2223,1.2226
2229,AAJ2224,1.2227
2230,AAJ2225,1.2228
2231,AAJ2226,1.2229
2232,AAJ2227,1.2230
2233,AAJ2228,1.2231
2234,AAJ2229,1.2232
2235,AAJ2230,1.2233
2236,AAJ2231,1.2234
2237,AAJ2232,1.2235
2238,AAJ2233,1.2236
2239,AAJ2234,1.2237
2240,AAJ2235,1.2238
2241,AAJ2236,1.2239
2242,AAJ2237,1.2240
2243,AAJ2238,1.2241
2244,AAJ2239,1.2242
2245,AAJ2240,1.2243
2246,AAJ2241,1.2244
2247,AAJ2242,1.2245
2248,AAJ2243,1.2246
2249,AAJ2244,1.2247
2250,AAJ2245,1.2248
2251,AAJ2246,1.2249
2252,AAJ2247,1.2250
2253,AAJ2248,1.2251
2254,AAJ2249,1.2252
2255,AAJ2250,1.2253
2256,AAJ2251,1.2254
2257,AAJ2252,1.2255
2258,AAJ2253,1.2256
2259,AAJ2254,1.2257
2260,AAJ2255,1.2258
2261,AAJ2256,1.2259
2262,AAJ2257,1.2260
2263,AAJ2258,1.2261
2264,AAJ2259,1.2262
2265,AAJ2260,1.2263
2266,AAJ2261,1.2264
2267,AAJ2262,1.2265
2268,AAJ2263,1.2266
2269,AAJ2264,1.2267
2270,AAJ2265,1.2268
2271,AAJ2266,1.2269
2272,AAJ2267,1.2270
2273,AAJ2268,1.2271
2274,AAJ2269,1.2272
2275,AAJ2270,1.2273
2276,AAJ2271,1.2274
2277,AAJ2272,1.2275
2278,AAJ2273,1.2276
2279,AAJ2274,1.2277
2280,AAJ2275,1.2278
2281,AAJ2276,1.2279
2282,AAJ2277,1.2280
2283,AAJ2278,1.2281
2284,AAJ2279,1.2282
2285,AAJ2280,1.2283
2286,AAJ2281,1.2284
2287,AAJ2282,1.2285
2288,AAJ2283,1.2286
2289,AAJ2284,1.2287
2290,AAJ2285,1.2288
2291,AAJ2286,1.2289
2292,AAJ2287,1.2290
2293,AAJ2288,1.2291
2294,AAJ2289,1.2292
2295,AAJ2290,1.2293
2296,AAJ2291,1.2294
2297,AAJ2292,1.2295
2298,AAJ2293,1.2296
2299,AAJ2294,1.2297
2300,AAJ2295,1.2298
2301,AAJ2296,1.2299
2302,AAJ2297,1.2300
2303,AAJ2298,1.2301
2304,AAJ2299,1.2302
2305,AAJ2300,1.2303
2306,AAJ2301,1.2304
2307,AAJ2302,1.2305
2308,AAJ2303,1.2306
2309,AAJ2304,1.2307
2310,AAJ2305,1.2308
2311,AAJ2306,1.2309
2312,AAJ2307,1.2310
2313,AAJ2308,1.2311
2314,AAJ2309,1.2312
2315,AAJ2310,1.2313
2316,AAJ2311,1.2314
2317,AAJ2312,1.2315
2318,AAJ2313,1.2316
2319,AAJ2314,1.2317
2320,AAJ2315,1.2318
2321,AAJ2316,1.2319
2322,AAJ2317,1.2320
2323,AAJ2318,1.2321
2324,AAJ2319,1.2322
2325,AAJ2320,1.2323
2326,AAJ2321,1.2324
2327,AAJ2322,1.2325
2328,AAJ2323,1.2326
2329,AAJ2324,1.2327
2330,AAJ2325,1.2328
2331,AAJ2326,1.2329
